,soc,v
181,15.67099567099567,3.2911
182,15.757575757575756,3.2914043341655344
183,15.844155844155845,3.2917058983784067
184,15.930735930735931,3.2924
185,16.017316017316016,3.2927
186,16.103896103896105,3.293304390959475
187,16.19047619047619,3.2936029639776914
188,16.277056277056275,3.294204361105844
189,16.363636363636363,3.2945027223491197
190,16.450216450216452,3.2952
191,16.536796536796537,3.2955
192,16.623376623376622,3.2961
193,16.70995670995671,3.2964227931772823
194,16.796536796536795,3.2967044237838046
195,16.883116883116884,3.2973
196,16.969696969696972,3.2976
197,17.056277056277054,3.2983
198,17.142857142857142,3.2986
199,17.22943722943723,3.298904958515448
200,17.316017316017316,3.2995
201,17.402597402597404,3.2998
202,17.48917748917749,3.3004
203,17.575757575757578,3.3007053564687237
204,17.662337662337663,3.3010072739340868
205,17.74891774891775,3.3017
206,17.835497835497836,3.302305655965382
207,17.92207792207792,3.3029
208,18.00865800865801,3.3032
209,18.095238095238095,3.303505951581968
210,18.18181818181818,3.3041
211,18.26839826839827,3.3045062189578567
212,18.354978354978353,3.3048063487731087
213,18.44155844155844,3.3054
214,18.528138528138527,3.305706551857113
215,18.614718614718615,3.3060066605787073
216,18.7012987012987,3.3066
217,18.787878787878785,3.306906868214121
218,18.874458874458874,3.3076
219,18.961038961038962,3.3079
220,19.047619047619047,3.3085
221,19.134199134199132,3.3088
222,19.22077922077922,3.30910676794844
223,19.307359307359306,3.3094067913031684
224,19.393939393939394,3.31
225,19.480519480519483,3.3103161696446453
226,19.567099567099568,3.3110070120394193
227,19.653679653679653,3.3116
228,19.74025974025974,3.3119069748371004
229,19.826839826839826,3.31220693772683
230,19.913419913419915,3.3128
231,20.0,3.3131
232,20.086580086580085,3.313409102598501
233,20.173160173160174,3.3138068068368485
234,20.259740259740262,3.3144
235,20.346320346320347,3.3147
236,20.432900432900432,3.315007124198107
237,20.51948051948052,3.315307089005784
238,20.60606060606061,3.3159
239,20.692640692640694,3.3162
240,20.77922077922078,3.3165096389980664
241,20.865800865800864,3.3169073430389293
242,20.95238095238095,3.3175
243,21.038961038961038,3.3178
244,21.125541125541126,3.3181
245,21.21212121212121,3.3184075345199964
246,21.298701298701296,3.318707650504421
247,21.385281385281385,3.3193
248,21.471861471861473,3.32
249,21.558441558441558,3.3203312983985955
250,21.645021645021643,3.320607858722623
251,21.73160173160173,3.3209079769810184
252,21.818181818181817,3.3212054610104196
253,21.904761904761905,3.321505444449337
254,21.991341991341994,3.322108135927573
255,22.07792207792208,3.3224
256,22.164502164502164,3.3227
257,22.251082251082252,3.3231082560870404
258,22.337662337662337,3.3237
259,22.424242424242426,3.324
260,22.51082251082251,3.3243
261,22.597402597402596,3.324608743427409
262,22.683982683982684,3.3249
263,22.770562770562773,3.3252
264,22.857142857142858,3.3258
265,22.943722943722943,3.3258115790760083
266,23.03030303030303,3.3265
267,23.11688311688312,3.3268
268,23.203463203463205,3.3271
269,23.29004329004329,3.3274
270,23.376623376623378,3.3277
271,23.463203463203463,3.328
272,23.54978354978355,3.328318792567667
273,23.63636363636364,3.328912517461214
274,23.722943722943725,3.3293095782823907
275,23.80952380952381,3.329606676814616
276,23.8961038961039,3.3302
277,23.982683982683984,3.3305
278,24.069264069264072,3.3308
279,24.155844155844157,3.3311
280,24.242424242424242,3.3314103853858676
281,24.32900432900433,3.3317
282,24.41558441558442,3.332014137456003
283,24.502164502164504,3.3324107521034585
284,24.58874458874459,3.3327108850863887
285,24.675324675324678,3.3330108664167555
286,24.761904761904763,3.3333108733649377
287,24.84848484848485,3.3339
288,24.935064935064936,3.3342
289,25.021645021645018,3.3345
290,25.108225108225106,3.3348
291,25.19480519480519,3.3351
292,25.281385281385276,3.335115443420925
293,25.36796536796537,3.3358
294,25.454545454545453,3.33581164519323
295,25.54112554112554,3.3364
296,25.627705627705627,3.3367
297,25.71428571428571,3.3367120960865773
298,25.800865800865797,3.3373
299,25.887445887445885,3.3379
300,25.97402597402597,3.3379124006906626
301,26.060606060606062,3.3386
302,26.147186147186147,3.338612505552595
303,26.233766233766232,3.3389
304,26.32034632034632,3.3392
305,26.406926406926406,3.3395
306,26.49350649350649,3.3398
307,26.580086580086583,3.339812882420312
308,26.666666666666668,3.3404
309,26.75324675324675,3.3407
310,26.83982683982684,3.3407133767171224
311,26.926406926406926,3.341
312,27.01298701298701,3.3413
313,27.0995670995671,3.3417
314,27.186147186147185,3.342
315,27.27272727272727,3.342013552199654
316,27.359307359307362,3.3423136448681627
317,27.445887445887447,3.3426
318,27.532467532467532,3.3429
319,27.61904761904762,3.3432
320,27.705627705627705,3.343214083443835
321,27.79220779220779,3.3435
322,27.878787878787882,3.3438
323,27.965367965367964,3.3441
324,28.05194805194805,3.3444
325,28.13852813852814,3.3444194832836995
326,28.225108225108226,3.3448
327,28.31168831168831,3.3448149509004956
328,28.3982683982684,3.3451
329,28.484848484848484,3.3454
330,28.57142857142857,3.345415169993585
331,28.65800865800866,3.3457
332,28.744588744588746,3.346
333,28.83116883116883,3.346
334,28.91774891774892,3.3463
335,29.004329004329005,3.346330764681687
336,29.09090909090909,3.3469
337,29.17748917748918,3.3469156416254395
338,29.264069264069263,3.3472
339,29.35064935064935,3.3472159730191633
340,29.43722943722944,3.3475
341,29.523809523809526,3.3475
342,29.610389610389614,3.3479
343,29.6969696969697,3.3481836356482066
344,29.783549783549784,3.3482
345,29.870129870129876,3.3482
346,29.956709956709958,3.3485
347,30.043290043290042,3.3485
348,30.129870129870135,3.3488
349,30.21645021645022,3.3488
350,30.303030303030305,3.3491
351,30.389610389610393,3.3491
352,30.476190476190474,3.3491
353,30.56277056277056,3.3494
354,30.649350649350648,3.3494
355,30.735930735930733,3.3494
356,30.822510822510818,3.3497
357,30.909090909090907,3.3497
358,30.99567099567099,3.3497179152469325
359,31.082251082251076,3.35
360,31.16883116883117,3.35
361,31.255411255411254,3.3502818428555488
362,31.34199134199134,3.3503
363,31.428571428571427,3.3503
364,31.515151515151512,3.3503
365,31.601731601731604,3.3503187146823508
366,31.68831168831169,3.3506
367,31.774891774891774,3.3506
368,31.861471861471863,3.3506
369,31.948051948051948,3.3506250045380845
370,32.03463203463203,3.351
371,32.121212121212125,3.351
372,32.20779220779221,3.3513
373,32.294372294372295,3.3513
374,32.38095238095238,3.3513
375,32.467532467532465,3.3513
376,32.55411255411255,3.3516
377,32.64069264069264,3.3513201704068
378,32.72727272727273,3.3516
379,32.81385281385281,3.3516
380,32.900432900432904,3.3516
381,32.98701298701299,3.3519
382,33.073593073593074,3.3519
383,33.16017316017316,3.3519
384,33.246753246753244,3.351920773946435
385,33.33333333333333,3.3521789995501607
386,33.41991341991342,3.3519212213984746
387,33.506493506493506,3.3522
388,33.59307359307359,3.3522
389,33.67965367965368,3.3522
390,33.76623376623377,3.3525
391,33.85281385281385,3.3525
392,33.939393939393945,3.3525
393,34.02597402597402,3.3528
394,34.11255411255411,3.3528
395,34.1991341991342,3.3528
396,34.285714285714285,3.3528
397,34.37229437229437,3.352822829884587
398,34.45887445887446,3.3528229038661834
399,34.54545454545455,3.353076877421081
400,34.63203463203463,3.3531
401,34.718614718614724,3.3531
402,34.80519480519481,3.3531238191455923
403,34.891774891774894,3.353376020105482
404,34.97835497835498,3.3534
405,35.064935064935064,3.3534
406,35.151515151515156,3.3534
407,35.23809523809524,3.3534241269619063
408,35.324675324675326,3.3537
409,35.41125541125542,3.3537
410,35.4978354978355,3.3537
411,35.58441558441559,3.353731824918373
412,35.67099567099567,3.3541
413,35.75757575757576,3.3541
414,35.84415584415584,3.3541
415,35.930735930735935,3.3541
416,36.01731601731602,3.354123819145592
417,36.1038961038961,3.3544
418,36.19047619047619,3.3544
419,36.277056277056275,3.3544
420,36.36363636363636,3.3544
421,36.45021645021645,3.354424278163093
422,36.53679653679654,3.3547
423,36.62337662337662,3.3547
424,36.70995670995671,3.3547
425,36.79653679653679,3.3547
426,36.88311688311688,3.355
427,36.96969696969697,3.355
428,37.056277056277054,3.355
429,37.14285714285714,3.3550256284760485
430,37.22943722943723,3.355025828004716
431,37.316017316017316,3.3553
432,37.4025974025974,3.3553
433,37.489177489177486,3.3553
434,37.57575757575757,3.355352514830789
435,37.66233766233766,3.3559
436,37.74891774891775,3.3559
437,37.83549783549783,3.3559
438,37.922077922077925,3.3559267676693816
439,38.00865800865801,3.3562
440,38.095238095238095,3.3562
441,38.18181818181819,3.3562
442,38.268398268398265,3.3564722787290897
443,38.35497835497835,3.3562279460318174
444,38.44155844155844,3.3565
445,38.52813852813853,3.3565
446,38.61471861471861,3.3565
447,38.701298701298704,3.356528364671685
448,38.78787878787879,3.3568
449,38.874458874458874,3.3568
450,38.961038961038966,3.3568
451,39.04761904761905,3.3568
452,39.134199134199136,3.3572
453,39.22077922077922,3.3572
454,39.307359307359306,3.3572
455,39.39393939393939,3.3572
456,39.48051948051948,3.3575
457,39.56709956709957,3.3575
458,39.65367965367965,3.3575
459,39.740259740259745,3.3575
460,39.82683982683983,3.3575
461,39.913419913419915,3.3578
462,40.0,3.3578
463,40.086580086580085,3.3578298626639955
464,40.17316017316017,3.3580698491445147
465,40.25974025974026,3.3581
466,40.34632034632035,3.3581
467,40.43290043290043,3.3581
468,40.519480519480524,3.3581312384192055
469,40.60606060606061,3.3584
470,40.692640692640694,3.3584
471,40.77922077922078,3.3584
472,40.865800865800864,3.358668444009459
473,40.952380952380956,3.3587
474,41.03896103896104,3.3587
475,41.125541125541126,3.3587
476,41.21212121212122,3.358732389935958
477,41.2987012987013,3.3589675956438647
478,41.38528138528139,3.359
479,41.47186147186147,3.359
480,41.55844155844156,3.359
481,41.64502164502164,3.3593
482,41.73160173160173,3.3593
483,41.81818181818181,3.3593
484,41.9047619047619,3.359567033208435
485,41.99134199134199,3.3596
486,42.077922077922075,3.3596
487,42.16450216450216,3.3596
488,42.25108225108225,3.3599
489,42.33766233766234,3.3599
490,42.42424242424242,3.3599
491,42.51082251082251,3.3599
492,42.59740259740259,3.3599
493,42.68398268398268,3.3603
494,42.77056277056277,3.3603
495,42.857142857142854,3.3603
496,42.943722943722946,3.3606
497,43.03030303030303,3.3606
498,43.116883116883116,3.3606
499,43.20346320346321,3.3606
500,43.290043290043286,3.3606
501,43.37662337662337,3.3609
502,43.46320346320346,3.3609
503,43.54978354978355,3.3609
504,43.63636363636363,3.360935731823145
505,43.722943722943725,3.3612
506,43.80952380952381,3.3612
507,43.896103896103895,3.3612355581268667
508,43.98268398268399,3.3612
509,44.06926406926407,3.3615
510,44.15584415584416,3.3615
511,44.24242424242424,3.3615
512,44.32900432900433,3.3615
513,44.41558441558441,3.3618
514,44.502164502164504,3.3618
515,44.58874458874459,3.3618
516,44.675324675324674,3.3618368027172085
517,44.761904761904766,3.361837033813936
518,44.84848484848485,3.3621
519,44.935064935064936,3.3621
520,45.02164502164502,3.3621371367060635
521,45.108225108225106,3.3624
522,45.19480519480519,3.3624
523,45.28138528138528,3.3624
524,45.36796536796537,3.362437756408274
525,45.45454545454545,3.3627
526,45.541125541125545,3.3627
527,45.62770562770563,3.3627
528,45.714285714285715,3.363
529,45.8008658008658,3.363
530,45.887445887445885,3.363
531,45.97402597402597,3.363
532,46.06060606060606,3.3630511771191216
533,46.14718614718615,3.3634
534,46.23376623376624,3.3634
535,46.320346320346324,3.3634
536,46.40692640692641,3.3634383019355254
537,46.4935064935065,3.3637
538,46.58008658008658,3.3637
539,46.666666666666664,3.3637
540,46.753246753246756,3.364
541,46.83982683982684,3.364
542,46.926406926406926,3.364
543,47.01298701298702,3.3640392322890604
544,47.0995670995671,3.3643
545,47.18614718614719,3.3643
546,47.27272727272728,3.3643795959263274
547,47.359307359307365,3.3643800724113424
548,47.44588744588745,3.3649
549,47.532467532467535,3.3649
550,47.61904761904762,3.365159272461005
551,47.705627705627705,3.3652
552,47.7922077922078,3.3652
553,47.87878787878788,3.3652
554,47.96536796536797,3.3655
555,48.05194805194806,3.3655
556,48.138528138528144,3.365541477131577
557,48.22510822510823,3.365758280816481
558,48.311688311688314,3.3658
559,48.3982683982684,3.3658
560,48.484848484848484,3.3658
561,48.57142857142858,3.36584273928547
562,48.65800865800866,3.3661
563,48.74458874458875,3.3661
564,48.83116883116884,3.3661
565,48.91774891774892,3.3665
566,49.00432900432901,3.3665
567,49.09090909090909,3.3665
568,49.17748917748918,3.3668
569,49.26406926406926,3.3668
570,49.350649350649356,3.3668
571,49.43722943722944,3.3668
572,49.523809523809526,3.3671
573,49.61038961038962,3.3671
574,49.6969696969697,3.3671
575,49.78354978354979,3.3671435116814243
576,49.87012987012987,3.3674
577,49.95670995670995,3.3674
578,50.043290043290035,3.367656544128246
579,50.12987012987013,3.3677
580,50.21645021645021,3.3677
581,50.3030303030303,3.3677
582,50.38961038961038,3.367956049893247
583,50.476190476190474,3.368
584,50.56277056277055,3.368
585,50.649350649350644,3.368044031559507
586,50.73593073593074,3.3683
587,50.822510822510814,3.3683
588,50.90909090909091,3.3683450250765334
589,50.99567099567099,3.3686
590,51.08225108225108,3.3686
591,51.16883116883116,3.3686
592,51.25541125541125,3.3686460268766205
593,51.34199134199133,3.3689
594,51.42857142857142,3.3689
595,51.515151515151516,3.3689
596,51.60173160173159,3.3689460550941734
597,51.688311688311686,3.3692
598,51.77489177489177,3.3692
599,51.861471861471856,3.3696
600,51.94805194805194,3.3696
601,52.03463203463203,3.3696
602,52.121212121212125,3.3696
603,52.2077922077922,3.3699
604,52.294372294372295,3.3699
605,52.38095238095239,3.3699
606,52.467532467532465,3.369947948243447
607,52.55411255411255,3.3702
608,52.64069264069264,3.3702
609,52.72727272727272,3.3702483960756506
610,52.81385281385281,3.3705
611,52.900432900432904,3.3707510905592404
612,52.98701298701298,3.3705491668656533
613,53.073593073593074,3.3707505104402182
614,53.160173160173166,3.3708
615,53.246753246753244,3.370849725827991
616,53.333333333333336,3.3711
617,53.41991341991342,3.3711
618,53.5064935064935,3.3711505191684594
619,53.59307359307359,3.3714
620,53.67965367965368,3.3714
621,53.76623376623376,3.3714
622,53.85281385281385,3.3714508300034036
623,53.939393939393945,3.3714510696099738
624,54.02597402597402,3.3717
625,54.112554112554115,3.3717515930615205
626,54.1991341991342,3.372
627,54.285714285714285,3.372
628,54.37229437229437,3.3720520307342943
629,54.45887445887446,3.3723
630,54.54545454545454,3.3723
631,54.63203463203463,3.3727
632,54.718614718614724,3.3727
633,54.8051948051948,3.3727
634,54.891774891774894,3.3727
635,54.97835497835498,3.3727529767201547
636,55.064935064935064,3.373
637,55.15151515151515,3.373
638,55.23809523809524,3.373053351660265
639,55.32467532467532,3.3733
640,55.41125541125541,3.3733
641,55.4978354978355,3.3733
642,55.58441558441558,3.3734082354730783
643,55.67099567099567,3.3739
644,55.757575757575765,3.3739
645,55.84415584415584,3.3742
646,55.93073593073593,3.3742
647,56.01731601731602,3.3742
648,56.1038961038961,3.3745
649,56.19047619047619,3.3745
650,56.27705627705628,3.3745
651,56.36363636363636,3.3748
652,56.45021645021645,3.3748
653,56.536796536796544,3.3748559653549455
654,56.62337662337662,3.374855875454677
655,56.709956709956714,3.3751
656,56.7965367965368,3.3751
657,56.88311688311688,3.3754
658,56.96969696969697,3.3754
659,57.05627705627706,3.375475436897073
660,57.14285714285714,3.3754758274183727
661,57.22943722943723,3.3758
662,57.31601731601732,3.3758
663,57.4025974025974,3.3761
664,57.48917748917749,3.3761
665,57.57575757575758,3.3761
666,57.66233766233766,3.3764
667,57.74891774891775,3.3764
668,57.83549783549784,3.3764
669,57.92207792207792,3.3767
670,58.00865800865801,3.3767
671,58.0952380952381,3.3767
672,58.18181818181818,3.377
673,58.26839826839827,3.377
674,58.35497835497836,3.377
675,58.44155844155844,3.377058293827909
676,58.52813852813853,3.3773
677,58.61471861471862,3.3773
678,58.7012987012987,3.3776
679,58.78787878787879,3.3776
680,58.87445887445888,3.377658807461261
681,58.96103896103896,3.3779
682,59.04761904761905,3.3779
683,59.134199134199136,3.3779
684,59.22077922077923,3.3782
685,59.307359307359306,3.3782
686,59.3939393939394,3.3782
687,59.48051948051949,3.378441288534942
688,59.56709956709957,3.3785
689,59.65367965367966,3.3785
690,59.74025974025975,3.3789
691,59.82683982683983,3.3789
692,59.913419913419915,3.3789
693,60.00000000000001,3.3792
694,60.086580086580085,3.3792
695,60.17316017316018,3.3792
696,60.25974025974027,3.3795
697,60.34632034632035,3.3795
698,60.43290043290044,3.3795
699,60.51948051948053,3.3798
700,60.60606060606061,3.3798
701,60.6926406926407,3.3801
702,60.779220779220786,3.3801
703,60.865800865800864,3.3801
704,60.95238095238095,3.3801621370079027
705,61.038961038961034,3.3804
706,61.12554112554112,3.3804
707,61.212121212121204,3.380462078651147
708,61.298701298701296,3.3807
709,61.385281385281374,3.3807
710,61.471861471861466,3.3807627283581754
711,61.55844155844156,3.381
712,61.645021645021636,3.381
713,61.73160173160173,3.381
714,61.81818181818181,3.3810632532962086
715,61.9047619047619,3.3813
716,61.99134199134198,3.3813
717,62.077922077922075,3.3813
718,62.16450216450215,3.3816
719,62.251082251082245,3.3816
720,62.33766233766234,3.382
721,62.424242424242415,3.382
722,62.51082251082251,3.382
723,62.5974025974026,3.3820643435867317
724,62.68398268398268,3.3823
725,62.77056277056276,3.3823
726,62.857142857142854,3.3824303125968838
727,62.94372294372293,3.3829
728,63.030303030303024,3.3829
729,63.116883116883116,3.3832
730,63.20346320346321,3.3832
731,63.290043290043286,3.3832
732,63.37662337662338,3.3835
733,63.46320346320346,3.3835
734,63.54978354978355,3.3835
735,63.63636363636363,3.3835669950245655
736,63.722943722943725,3.3838
737,63.8095238095238,3.3838
738,63.896103896103895,3.3838
739,63.98268398268399,3.3841
740,64.06926406926407,3.3841
741,64.15584415584415,3.3841
742,64.24242424242425,3.3841678541525355
743,64.32900432900432,3.3844
744,64.41558441558442,3.3844
745,64.5021645021645,3.384468413055154
746,64.58874458874459,3.38446848482078
747,64.67532467532467,3.3847
748,64.76190476190476,3.3847
749,64.84848484848484,3.3851
750,64.93506493506493,3.3851
751,65.02164502164503,3.3851
752,65.1082251082251,3.385329418656438
753,65.1948051948052,3.3854
754,65.28138528138528,3.3854
755,65.36796536796537,3.3854
756,65.45454545454545,3.385629537918943
757,65.54112554112554,3.3857
758,65.62770562770562,3.3857
759,65.71428571428571,3.385771284327984
760,65.80086580086581,3.386
761,65.88744588744588,3.386
762,65.97402597402598,3.386
763,66.06060606060606,3.3863
764,66.14718614718615,3.3863
765,66.23376623376623,3.3863
766,66.32034632034632,3.3866
767,66.4069264069264,3.3866
768,66.49350649350649,3.3866
769,66.58008658008659,3.386672444366583
770,66.66666666666666,3.3869
771,66.75324675324676,3.3869
772,66.83982683982684,3.3869
773,66.92640692640693,3.3872
774,67.01298701298701,3.3872
775,67.09956709956711,3.3872
776,67.18614718614718,3.3872
777,67.27272727272727,3.3875
778,67.35930735930737,3.3875
779,67.44588744588744,3.3875
780,67.53246753246754,3.3878
781,67.61904761904762,3.3878
782,67.7056277056277,3.3878
783,67.79220779220779,3.3880997026850888
784,67.87878787878789,3.3882
785,67.96536796536796,3.3882
786,68.05194805194805,3.3882
787,68.13852813852814,3.3882
788,68.22510822510822,3.3888
789,68.31168831168831,3.3888
790,68.3982683982684,3.388876039233282
791,68.48484848484848,3.3891
792,68.57142857142857,3.3891
793,68.65800865800867,3.3891762485053762
794,68.74458874458874,3.3894
795,68.83116883116884,3.3894
796,68.91774891774892,3.3894
797,69.00432900432901,3.3894775000986215
798,69.0909090909091,3.3897
799,69.17748917748918,3.3897
800,69.26406926406926,3.39
801,69.35064935064935,3.3899222555618063
802,69.43722943722945,3.39
803,69.52380952380952,3.39022158798044
804,69.61038961038962,3.3903
805,69.6969696969697,3.3903
806,69.78354978354979,3.3903
807,69.87012987012987,3.3903
808,69.95670995670996,3.3906
809,70.04329004329004,3.3906
810,70.12987012987013,3.3906796622624062
811,70.21645021645023,3.3909
812,70.30303030303031,3.3909
813,70.3896103896104,3.3909
814,70.47619047619048,3.3913
815,70.56277056277057,3.3913
816,70.64935064935065,3.3913804582733693
817,70.73593073593074,3.3916
818,70.82251082251084,3.3916
819,70.9090909090909,3.3917628051048587
820,70.995670995671,3.3922
821,71.08225108225109,3.3922
822,71.16883116883118,3.3922815821285375
823,71.25541125541126,3.3925
824,71.34199134199135,3.3925
825,71.42857142857143,3.3927176161854624
826,71.51515151515152,3.3925
827,71.60173160173161,3.3928
828,71.68831168831169,3.3928
829,71.77489177489178,3.393016155214604
830,71.86147186147187,3.3931
831,71.94805194805195,3.3931
832,72.03463203463204,3.3931
833,72.12121212121212,3.3934
834,72.2077922077922,3.3934
835,72.2943722943723,3.3934
836,72.38095238095238,3.3937
837,72.46753246753246,3.3937
838,72.55411255411255,3.3937
839,72.64069264069263,3.394
840,72.72727272727272,3.394
841,72.8138528138528,3.3944
842,72.9004329004329,3.3944
843,72.98701298701297,3.3944
844,73.07359307359307,3.3946136933162916
845,73.16017316017316,3.3947
846,73.24675324675324,3.3947
847,73.33333333333333,3.394786601327239
848,73.41991341991341,3.395
849,73.5064935064935,3.395
850,73.59307359307358,3.3953
851,73.67965367965368,3.3953
852,73.76623376623375,3.3953870481270543
853,73.85281385281385,3.3956
854,73.93939393939394,3.3956
855,74.02597402597402,3.3956
856,74.11255411255411,3.3959
857,74.19913419913419,3.3959
858,74.28571428571428,3.3959873233831397
859,74.37229437229436,3.3962
860,74.45887445887446,3.3962
861,74.54545454545455,3.3965
862,74.63203463203463,3.3965
